label,nose_x,nose_y,nose_z,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_x,left_eye_y,left_eye_z,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_x,right_eye_y,right_eye_z,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,mouth_left_x,mouth_left_y,mouth_left_z,mouth_right_x,mouth_right_y,mouth_right_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_x,left_pinky_y,left_pinky_z,right_pinky_x,right_pinky_y,right_pinky_z,left_index_x,left_index_y,left_index_z,right_index_x,right_index_y,right_index_z,left_thumb_x,left_thumb_y,left_thumb_z,right_thumb_x,right_thumb_y,right_thumb_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z
glute_bridge_down,979.00745,316.1931,3.3607576,996.32874,329.04483,-12.005711,996.84576,333.63348,-12.134391,997.0464,338.88937,-12.249897,995.12506,322.4307,25.84586,995.06116,322.12964,25.877186,994.8316,321.99585,25.726316,986.08154,365.4943,-23.505123,984.5307,344.1286,146.07155,960.2054,326.93442,0.8455936,958.58154,318.06113,50.222286,907.6117,425.79428,-150.20868,855.40375,311.71817,275.62546,763.47296,477.238,-242.81113,696.13464,349.55417,356.83484,616.4706,482.81046,-300.83167,595.3884,339.74072,290.52972,568.39056,516.65924,-339.69073,559.74554,337.82205,285.45227,564.5205,493.86053,-336.1838,565.25116,333.57004,238.26036,575.086,480.87006,-297.22028,570.6776,338.95255,267.2055,594.11914,400.51526,-142.58315,588.5552,319.78754,142.52121,426.02997,222.8576,-267.24252,443.6163,158.33972,14.740528,341.96698,421.3564,-87.13188,356.6429,352.82028,206.64009,358.52844,463.78122,-64.8634,351.08435,384.12805,224.59167,218.6808,458.00287,-88.21826,247.09659,372.8295,205.77187
glute_bridge_down,957.4283,280.54193,-17.858347,978.5902,293.20947,-36.711884,979.48425,298.16263,-36.839493,980.14825,303.85535,-36.957108,976.8332,285.81436,2.4815648,976.8286,285.23523,2.527821,976.8567,284.82733,2.34445,968.22095,329.90134,-48.820755,967.60126,303.61304,124.590904,939.38794,292.3054,-18.726646,938.6343,282.1029,31.903275,885.16187,392.8429,-178.46082,830.9274,286.17917,276.8369,729.5572,449.05023,-260.6339,670.59515,331.1418,363.65033,574.9785,463.84592,-312.26013,559.0606,332.67065,309.98157,522.79266,493.51703,-355.43768,528.1432,329.65356,308.0054,519.61896,472.4775,-348.37433,525.5878,328.71967,262.56287,531.13794,457.38577,-306.2866,535.6735,330.6734,288.43442,550.61597,374.37695,-148.53462,546.18585,302.59274,148.36311,345.50586,190.8157,-225.5501,376.5995,131.90402,33.714943,284.16132,414.14395,-78.830345,279.93835,336.95026,223.43987,301.68835,460.33014,-61.271698,322.3074,388.4211,240.92223,159.96411,457.84885,-84.581764,195.90436,381.66885,226.03021
glute_bridge_down,75.5125,130.39632,-13.492804,65.25416,135.26097,-6.127407,65.19363,135.75813,-6.224755,65.06911,136.3669,-6.3049054,65.01048,137.77899,-30.883259,64.80815,140.22797,-30.904482,64.53648,143.19643,-30.972519,68.250374,148.82286,38.439945,68.5544,158.91246,-71.20065,86.23931,133.48053,5.989447,85.62506,136.73619,-25.765675,131.89915,145.1186,105.43072,124.00071,185.12315,-133.2971,216.84361,158.37543,163.3903,209.21973,210.33923,-155.52974,281.57874,159.34886,163.26956,289.466,219.49544,-152.06837,303.03723,161.22516,163.02454,314.33798,229.15616,-168.65538,303.5843,163.50943,144.13445,316.89932,223.86699,-170.21686,296.74652,163.15958,153.92436,309.87103,219.8878,-151.31767,263.46255,144.20854,72.61626,264.53622,175.97186,-72.55134,346.35638,57.54113,52.622314,352.3209,75.90758,-98.41398,374.73697,161.28111,125.38779,383.04803,184.11191,-26.648163,367.73605,182.14606,132.18639,375.83182,204.7242,-17.27174,423.53442,181.72182,127.235664,439.2246,204.24316,-19.346724
glute_bridge_down,1066.8859,226.82106,153.75357,1088.9833,240.28036,116.78636,1089.98,244.48003,116.72387,1090.7754,248.80977,116.62864,1088.6548,235.80501,173.98953,1089.54,236.62173,174.0568,1090.3655,237.57364,173.78857,1082.0835,275.92145,47.229023,1081.9885,260.9394,294.4904,1049.0741,236.4704,134.17224,1048.3495,231.4361,206.72736,1005.5509,331.32202,-175.64774,942.73413,253.82191,470.01392,835.3579,401.10986,-367.24158,757.5666,321.53485,547.39874,644.2475,421.7501,-502.2366,598.5187,320.1269,498.83804,587.6527,447.19583,-572.6643,544.5185,326.1464,502.4737,580.2514,426.86118,-549.1424,539.8593,342.03992,447.85403,593.8636,414.7425,-490.85107,561.2777,343.4285,473.30585,596.66223,329.42023,-207.3078,577.2654,277.67474,207.08313,364.5088,58.46645,-261.55026,364.2659,65.07895,71.716194,246.50452,366.58356,-189.52864,238.57063,316.55017,264.15295,280.4871,420.39337,-182.31537,268.22974,381.94208,276.78098,91.32858,427.53555,-226.0339,100.05245,387.06497,231.28008
glute_bridge_down,114.69746,155.48767,32.735893,106.525,158.68797,40.227177,106.24245,159.1695,40.167522,105.88696,159.7963,40.13188,106.38717,160.13815,18.539816,105.915085,161.82733,18.537146,105.3867,163.78687,18.471863,106.776924,170.85707,77.596405,106.35126,174.66814,-19.23463,121.871414,158.87457,48.30276,121.686386,161.18616,20.346985,152.07266,178.75024,135.18637,142.50803,196.21732,-90.283554,209.25769,188.71037,173.07545,202.83714,211.11821,-135.85954,257.3498,195.14278,159.8043,263.68515,218.2917,-151.52902,270.96756,198.95535,158.36148,281.08777,224.21236,-171.3521,279.00058,200.4744,144.29112,283.6648,220.39722,-168.50717,268.17776,197.58385,152.04463,277.85785,217.14465,-149.88867,257.81332,179.01193,66.688934,257.1772,190.61446,-66.65786,327.60907,108.4325,32.63754,328.11038,111.97768,-89.5488,372.54816,189.27563,110.70514,375.53094,199.31845,-21.033289,366.33832,205.52159,116.74715,370.4992,210.10889,-13.077106,410.02393,201.22633,97.06067,421.27786,208.22906,-28.696243
glute_bridge_down,385.03372,123.53301,31.847664,395.2818,129.36081,16.766544,395.58197,131.83005,16.733536,395.9835,134.89151,16.671152,395.14648,126.328606,44.44628,395.2383,126.33878,44.478447,395.40787,126.343155,44.378307,392.3654,151.50235,-17.087376,392.53265,140.63663,104.73788,374.0653,129.37689,21.21074,373.95563,125.78797,56.6213,341.0345,175.53203,-105.40982,327.36877,141.02536,191.71063,265.48264,200.34154,-161.78699,251.06796,154.97005,260.2369,206.22084,215.98839,-173.46532,195.74509,152.90047,265.6515,185.50012,225.27962,-192.46721,179.83115,154.04202,281.2674,182.73788,219.663,-182.66063,178.77437,153.27815,261.2089,188.2283,214.65018,-167.88452,183.42581,156.28568,256.53967,188.47227,167.81712,-89.522575,187.8876,140.16081,89.47281,110.117226,64.74161,-121.137115,118.597694,47.222218,61.550102,93.16097,177.88531,-17.880127,92.885826,148.2243,172.18988,98.59797,199.24863,-6.4840574,101.81023,169.39746,182.19365,40.41111,198.71317,-6.8561144,43.28865,171.95265,182.05925
glute_bridge_down,249.01715,205.21902,1.4757085,254.36429,209.6385,-10.618893,254.23703,211.11829,-10.631557,254.14896,212.71924,-10.650378,254.7997,208.19379,7.724993,254.95738,208.47876,7.747832,255.15028,208.83858,7.710031,251.20346,222.17313,-39.465984,252.35805,218.60403,41.03783,242.22017,207.82324,-7.938084,242.52962,206.15591,15.626025,217.14828,232.91103,-92.34923,213.42155,215.12216,95.71077,169.22798,243.16281,-130.8835,167.86089,221.55617,121.682655,124.462296,244.76534,-134.39307,128.51479,221.7861,104.29275,109.9381,246.11703,-151.40817,112.54448,223.39555,110.7774,109.29626,242.92188,-139.92975,115.535774,222.92496,94.63884,112.70096,241.37383,-129.05014,118.41116,223.16644,97.04533,121.76759,224.823,-58.668896,124.09593,210.67105,58.728813,81.39013,159.10786,-73.43935,90.27215,153.61172,37.134445,48.259323,222.4851,-33.945293,59.520065,212.50034,105.574,52.247784,235.45573,-30.391224,64.288864,225.49304,110.28408,13.443777,231.68118,-36.914513,32.36137,221.96565,113.297295
glute_bridge_down,343.4943,177.59908,464.30942,329.89197,184.71825,483.79633,331.05618,184.6764,483.70175,332.57166,184.63942,483.54114,325.9632,189.89182,451.04236,324.26395,193.40396,451.03235,322.67108,197.1836,450.7874,338.11658,195.44444,549.0888,324.3941,214.83229,404.64587,359.0877,180.6141,488.41187,354.5797,185.07697,446.04404,441.6364,204.24799,577.5576,343.95117,256.08316,188.31923,597.8985,277.6299,607.83264,470.03467,309.5604,-36.087032,724.3258,306.41895,543.03357,610.0898,374.72824,-220.62111,782.24786,305.59955,526.4994,644.2899,399.62985,-252.33781,780.849,314.23364,510.09296,654.06805,367.6059,-250.73132,747.43555,316.1296,530.5953,645.9392,368.60135,-221.17392,700.05457,265.314,136.28256,646.306,301.26596,-136.84918,905.0746,75.74353,-23.198767,870.5326,106.59489,-218.95831,1011.72327,332.29352,16.809103,991.17737,357.76453,-228.93541,994.5864,376.86655,17.8126,966.83624,410.5526,-223.34764,1123.7678,398.75195,-42.004604,1134.9358,437.9552,-265.26736
glute_bridge_down,120.75853,250.19894,-95.018524,114.503105,254.7552,-89.89854,114.39557,255.07683,-89.94925,114.31516,255.49571,-90.00618,115.04361,256.94824,-108.76588,115.37906,258.6308,-108.80958,115.679,260.68716,-108.85495,119.41411,265.95822,-56.08528,120.809715,271.91962,-139.2384,129.13774,250.37646,-79.84531,129.89569,253.11586,-103.88978,159.40092,258.76175,1.3500788,174.08035,281.8229,-168.47203,218.5858,262.96973,41.403515,238.79723,289.33478,-160.75221,260.10562,259.2409,58.371643,292.0409,283.47665,-112.5335,277.7764,257.3706,61.28021,308.60263,286.2523,-120.86284,280.10645,259.7502,51.431652,309.52097,283.5508,-119.65225,276.72113,262.2205,53.61505,303.32413,281.19727,-110.87246,263.30542,240.8023,56.656727,275.87723,256.6184,-56.56523,288.71017,175.02165,78.00271,314.55594,183.03409,-59.360573,310.82986,246.52834,156.99754,339.8507,254.44247,22.842741,307.86322,259.5804,164.05826,334.0953,269.85263,32.147472,342.85226,261.578,187.7842,369.47708,267.10168,49.6352
glute_bridge_up,387.38846,267.04938,65.63072,374.0205,278.7394,90.64656,373.84515,279.17325,90.51365,373.70163,279.86142,90.35982,374.91592,284.37277,46.698227,375.2994,288.7359,46.671417,375.91943,294.1766,46.539413,383.179,298.45935,212.32591,388.54172,318.44275,14.896766,404.1356,266.74182,114.612885,406.5204,273.76556,57.525845,485.5622,259.54874,308.04416,470.83423,359.9409,-93.12402,613.4317,239.14236,363.7379,609.39307,387.8751,-190.12093,713.5004,188.59225,292.12933,739.952,394.24878,-303.44843,746.27814,174.8861,287.77127,786.6452,408.7094,-340.83826,750.19434,180.8914,245.03003,786.49817,391.86322,-351.22043,739.3079,189.90274,270.69595,771.65686,383.22043,-306.73123,707.68585,183.38077,130.00815,727.3695,237.40233,-129.86897,882.51013,45.171852,-10.945712,939.5871,93.3731,-277.29944,951.5811,217.45895,318.98837,981.3091,286.60696,10.261413,937.6769,244.90442,353.03668,965.6664,319.91968,44.350212,1026.4442,238.95174,371.92242,1078.5627,313.94315,51.868935
glute_bridge_down,47.877518,152.84886,20.044445,39.327892,157.63052,30.015694,39.472805,158.00113,29.92872,39.631046,158.53294,29.831984,39.143616,160.75734,9.8732195,39.169106,163.27715,9.874385,39.231964,166.27943,9.834368,44.258766,171.46013,81.73187,44.221603,185.02979,-8.12516,58.334442,155.64735,40.722908,58.089424,159.04932,14.593143,116.36052,163.89943,145.50296,97.204575,211.78973,-83.235565,192.38454,152.0187,184.45087,185.16936,210.43187,-112.56351,250.24596,138.65349,162.88675,265.25467,185.51721,-123.85602,276.43243,131.96394,157.2452,290.42892,185.89725,-142.53229,263.67215,132.31087,138.02768,290.28586,175.30992,-142.33394,265.89426,137.21442,152.89928,282.51425,172.97827,-122.69896,256.96234,164.2032,69.619576,254.61253,199.885,-69.46351,337.94003,72.69786,11.524164,345.67834,97.04194,-107.25201,384.912,175.12468,117.28911,393.34756,207.49335,-24.988316,380.95776,203.33376,126.59765,386.88852,229.20656,-14.715111,444.48715,194.20833,116.917175,456.2911,219.95422,-24.5269
glute_bridge_up,43.33937,148.87283,27.676422,40.349854,151.91069,32.402126,40.430176,152.00008,32.37584,40.494213,152.10403,32.359787,40.674232,153.10786,20.68059,41.0161,154.11264,20.661764,41.376076,155.20361,20.614239,43.86963,155.88591,58.70515,45.344833,160.92995,5.411652,48.36927,148.32199,38.80442,48.69951,150.0575,23.410187,71.55984,152.24042,93.32816,66.17917,166.78264,-32.917164,104.66643,156.86424,116.734985,92.09767,177.05469,-84.787544,134.96315,157.28133,113.35012,120.08907,186.98862,-138.26154,144.54247,159.47723,116.2964,129.72238,192.24585,-152.78786,144.725,160.00188,106.73952,130.91295,190.33392,-150.25146,141.10559,158.9837,108.86169,128.37547,187.35297,-137.76753,129.3438,140.74304,43.713192,128.38278,147.64156,-43.704113,175.0894,114.0535,22.373714,177.56209,117.112915,-65.25308,185.98007,165.3068,74.72482,188.91782,171.6805,-22.201557,183.53114,175.80891,79.62997,185.82129,180.527,-17.284428,205.92152,173.51506,78.814865,210.25853,178.1631,-20.799389
glute_bridge_up,1053.4584,257.65533,32.96623,1073.8298,272.94528,4.372094,1074.5276,278.01068,4.3022017,1075.1302,283.46088,4.154243,1072.9746,266.40234,53.012825,1072.9912,266.78125,53.048916,1073.1609,267.4219,52.879414,1063.2802,316.40335,-45.642757,1063.6416,295.07098,172.08633,1030.7217,269.29965,21.989042,1029.6825,261.37656,85.10724,970.7998,365.3673,-178.8782,934.0274,267.1469,326.85614,797.59534,419.61862,-241.42076,762.224,278.7114,416.6603,628.8923,435.12933,-275.39575,650.3762,263.8161,387.12708,572.99426,455.96344,-311.6268,614.6434,244.78711,394.20895,571.09326,439.97318,-300.3941,613.5442,256.2799,346.08307,586.5986,429.20435,-266.3529,628.1456,261.23132,364.11652,624.45593,246.1436,-170.11328,635.48346,183.80702,169.82628,378.9528,100.25486,-308.97223,414.25708,58.62504,81.96556,354.6485,351.72473,-60.657955,371.14752,288.6111,313.5112,376.68768,395.8402,-34.174023,397.52045,329.28528,335.81897,220.58472,386.1877,-45.562363,266.24448,314.60132,320.0852
